Serial;Serial Resposta;Software;Marca;Modelo;Status;Local Fisico;Data Compra;Data Envio;Data Cobranca;Valor Cobranca;Forma Aquisicao;Local Cobranca;Operadora;Serial Chip;PDV
'6R510086';'6R510086';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;01/01/2100;79,90;Aluguel;DXC;TNS- VIVO;'89551301301006927507';061247;
'6R509948';'6R509948';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;25/10/2024;01/12/2024;49,90;Aluguel;Brasilcard;Tim;'89555487000001629442';075241;
'6R509708';'6R509708';GER7;PAX;S920;CORREIOS;LOJISTA;01/01/1900;10/09/2024;01/10/2024;39,90;Aluguel;Brasilcard;;'';071800;
'6R510071';'6R510071';GER7;PAX;S920;ESTOQUE;GER - LUIS EDUARDO M;08/08/2023;03/10/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R508971';'6R508971';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;30/12/2024;30/01/2025;79,99;Aluguel;Brasilcard;Tim;'89555487000000041854';088008;
'6R509857';'6R509857';GER7;PAX;S920;ESTOQUE;ESTOQUE-SAO PAULO;01/01/2021;09/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510001';'6R510001';GER7;PAX;S920;ESTOQUE;ESTOQUE-SAO PAULO;01/01/2021;05/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282469';'6R282469';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930733';016505;
'6R282527';'6R282527';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930725';012023;
'6R282540';'6R282540';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;26/11/2024;01/01/2100;69,90;Aluguel;DXC;Claro;'89550532890023934895';087403;
'6R282534';'6R282534';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;31/01/2024;01/04/2024;79,90;Aluguel;Brasilcard;Claro;'89550534120044417748';076281;
'6R282472';'6R282472';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/01/2099;59,90;Aluguel;Isencao Volume;TNS - VIVO;'89551301301006927937';022862;
'6R282161';'6R282161';GER7;TECTOY;S920;ESTOQUE;OGEA_CAÇA POS;08/08/2023;01/11/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282523';'6R282523';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;20/01/2025;01/03/2025;69,90;Aluguel;Brasilcard;VIVO;'89551080357000068851';088669;
'6R282208';'6R282208';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;07/08/2024;01/11/2024;129,90;Aluguel;Brasilcard;VIVO;'89551080157005942948';065023;
'6R282525';'6R282525';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015370712';071850;
'6R282509';'6R282509';GER7;TECTOY;S920;ESTOQUE;BOLT ICARO;08/08/2023;08/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510190';'6R510190';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;19/08/2024;01/01/2099;99,90;Aluguel;Isencao Volume;Vivo;'89551301301012491340';084101;
'6R282476';'6R282476';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;29/02/2024;01/01/2099;49,90;Aluguel;Isencao Volume;VIVO;'89551301301006918787';073303;
'6R282489';'6R282489';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;31/01/2024;59,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359442';071853;
'6R282514';'6R282514';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;19/08/2024;01/10/2024;69,90;Aluguel;Brasilcard;Vivo;'89551301301006963999';084148;
'6R282465';'6R282465';GER7;TECTOY;S920;ESTOQUE;MANUTENÇÃO - PAX;08/08/2023;18/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282474';'6R282474';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/02/2024;01/04/2024;109,90;Aluguel;Brasilcard;;'';076861;
'6R282532';'6R282532';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/02/2024;01/04/2024;89,90;Aluguel;Brasilcard;VIVO;'89551080357000069354';076808;
'6R282535';'6R282535';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;22/06/2024;30/11/2024;79,90;Aluguel;Brasilcard;VIVO;'89551180237002147730';082743;
'6R282511';'6R282511';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;89,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930667';070791;
'6R282464';'6R282464';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/01/2100;79,90;Aluguel;DXC;TNS- CLARO;'89550522060015359459';071837;
'6R282227';'6R282227';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367452';037316;
'6R282605';'6R282605';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;26/01/2024;01/03/2024;69,90;Aluguel;Brasilcard;Vivo;'89551301301006947976';076194;
'6R282603';'6R282603';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;06/09/2023;01/01/2100;109,90;Aluguel;DXC;TNS - VIVO;'89551301301006930592';024478;
'6R282533';'6R282533';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;18/11/2024;01/03/2025;59,90;Aluguel;Brasilcard;Vivo;'89551301301012597492';087018;
'6R282556';'6R282556';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;03/10/2023;31/12/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006919371';072787;
'6R282612';'6R282612';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/03/2024;01/04/2024;79,90;Aluguel;Brasilcard;;'';076756;
'6R282163';'6R282163';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;03/10/2023;31/07/2024;89,90;Aluguel;Brasilcard;CLARO;'89550522060015218747';068614;
'6R282232';'6R282232';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;17/12/2024;01/02/2025;89,90;Aluguel;Brasilcard;Claro;'89550534810023517027';070791;
'6R282162';'6R282162';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;31/01/2024;01/02/2024;69,90;Aluguel;Brasilcard;Claro;'89550534120044411089';049593;
'6R282132';'6R282132';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;06/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;VIVO;'89551301301006833598';060593;
'6R282116';'6R282116';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/01/2100;59,90;Aluguel;DXC;TNS - VIVO;'89551301301006928083';071831;
'6R282144';'6R282144';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;02/02/2024;01/04/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006757987';053372;
'6R282168';'6R282168';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;30/04/2024;39,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930709';071868;
'6R282166';'6R282166';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;30/11/2024;69,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930691';071861;
'6R282187';'6R282187';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;89,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930840';071087;
'6R282595';'6R282595';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/08/2024;01/01/2999;109,90;Aluguel;Isencao Permanente;Vivo;'89551301301006950889';033780;
'6R282557';'6R282557';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;29/01/2025;01/01/2999;0,00;Aluguel;Isencao Permanente;Claro;'89550534150026891198';059210;
'6R282113';'6R282113';GER7;TECTOY;S920;ESTOQUE;ESTOQUE-SAO PAULO;08/08/2023;07/11/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282585';'6R282585';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;01/02/2024;01/03/2024;79,90;Aluguel;Brasilcard;Claro;'89550534120044417896';076195;
'6R282600';'6R282600';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/01/2024;01/03/2024;109,90;Aluguel;Brasilcard;Claro;'89550534120044411477';047232;
'6R282520';'6R282520';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;30/04/2024;59,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367585';035728;
'6R282531';'6R282531';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;18/12/2024;01/02/2025;199,90;Aluguel;Brasilcard;VIVO;'89551301301004103762';088015;
'6R281953';'6R281953';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;29/01/2025;01/01/2999;0,00;Aluguel;Isencao Permanente;Tim;'89555487000001650828';059210;
'6R282537';'6R282537';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;10/09/2024;01/10/2024;79,90;Aluguel;Brasilcard;;'';071945;
'6R282524';'6R282524';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;07/06/2024;01/08/2024;49,90;Aluguel;Brasilcard;Vivo;'89551301301006005924';078439;
'6R282363';'6R282363';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;31/01/2025;99,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006931079';037373;
'6R282493';'6R282493';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;31/01/2024;59,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367403';071939;
'6R508827';'6R508827';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;27/11/2024;01/01/2100;79,99;Aluguel;DXC;TNS - Rede Vivo;'89551301301004613687';059736;
'6R282577';'6R282577';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;31/12/2024;79,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927895';055045;
'6R282568';'6R282568';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;01/10/2023;139,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006928034';031813;
'6R282576';'6R282576';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;22/06/2024;01/08/2024;49,90;Aluguel;Brasilcard;VIVO;'89551080357000051444';071701;
'6R282579';'6R282579';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;29/02/2024;30/12/2024;49,90;Aluguel;Brasilcard;;'';072480;
'6R282574';'6R282574';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;10/04/2024;01/06/2024;109,90;Aluguel;Brasilcard;NLT;'89551301301002844490';025979;
'6R282583';'6R282583';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/11/2024;01/01/2025;79,90;Aluguel;Brasilcard;CLARO;'89550534120044441169';016227;
'6R282536';'6R282536';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/05/2024;01/01/2100;59,90;Aluguel;DXC;VIVO;'89551301301005821792';078677;
'6R282672';'6R282672';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;14/10/2024;01/12/2024;89,90;Aluguel;Brasilcard;Vivo;'89551301301006929578';042507;
'6R282575';'6R282575';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;18/07/2024;01/01/2099;79,90;Aluguel;Isencao Volume;VIVO;'89551301301006761377';030198;
'6R282676';'6R282676';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;10/01/2025;01/01/2999;109,90;Aluguel;Isencao Permanente;Tim;'89555487000001650505';012178;
'6R282582';'6R282582';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006931020';026653;
'6R509189';'6R509189';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;15/04/2024;01/01/2999;0,00;Aluguel;Isencao Permanente;Vivo;'89551301301006947190';078113;
'6R282343';'6R282343';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/02/2024;01/06/2024;79,90;Aluguel;Brasilcard;CLARO;'89550522060005779484';076370;
'6R509479';'6R509479';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;31/01/2024;30/12/2024;109,00;Aluguel;Brasilcard;;'';070525;
'6R509734';'6R509734';GER7;TECTOY;S920;ESTOQUE;OGEA_CAÇA POS;08/08/2023;25/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282759';'6R282759';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/11/2024;01/03/2025;59,90;Aluguel;Brasilcard;Tim;'89555487000001630796';087134;
'6R282768';'6R282768';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/12/2024;01/04/2025;69,90;Aluguel;Isencao Temporaria;Tim;'89555487000001625069';087944;
'6R510404';'6R510404';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;28/08/2024;30/11/2024;79,90;Aluguel;Brasilcard;Claro;'89550532150046518237';071059;
'6R282797';'6R282797';GER7;TECTOY;S920;ESTOQUE;MANUTENÇÃO - PAX;08/08/2023;25/10/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509731';'6R509731';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930931';026412;
'6R282816';'6R282816';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;31/01/2024;30/12/2024;109,00;Aluguel;Brasilcard;;'';070525;
'6R509732';'6R509732';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;31/10/2024;89,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930899';071890;
'6R281903';'6R281903';GER7;TECTOY;S920;ESTOQUE;BOLT_3C;08/08/2023;23/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282263';'6R282263';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930865';025139;
'6R282817';'6R282817';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;14/11/2024;01/01/2099;69,90;Aluguel;Isencao Volume;Claro;'89550532150046518765';086932;
'6R282747';'6R282747';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;23/08/2024;31/12/2024;79,90;Aluguel;Brasilcard;CLARO;'89550522060005582318';055045;
'6R509231';'6R509231';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367353';070895;
'6R509704';'6R509704';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;29/11/2023;01/11/2024;79,90;Aluguel;Brasilcard;CLARO;'89550522060015219232';074439;
'6R509201';'6R509201';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;29/12/2023;31/10/2024;99,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930873';071839;
'6R282794';'6R282794';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;08/09/2023;01/10/2023;69,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367577';069646;
'6R509187';'6R509187';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;08/09/2023;31/10/2024;89,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927663';071890;
'6R282723';'6R282723';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;11/09/2023;31/01/2025;79,90;Aluguel;Brasilcard;TIM LINK;'89555487000001271708';037373;
'6R282416';'6R282416';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/11/2023;79,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930790';063071;
'6R282686';'6R282686';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/10/2023;89,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930832';051925;
'6R510332';'6R510332';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;31/12/2023;69,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930964';022738;
'6R282701';'6R282701';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;16/01/2024;01/03/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301006794717';032600;
'6R282733';'6R282733';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;31/08/2024;79,99;Aluguel;Brasilcard;TNS- CLARO;'89550522060015370720';048726;
'6R282801';'6R282801';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;TNS;'89551301301006931301';035016;
'6R282783';'6R282783';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;10/09/2024;01/10/2024;49,99;Aluguel;Brasilcard;;'';071944;
'6R282804';'6R282804';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;27/11/2023;30/11/2024;69,90;Aluguel;Brasilcard;Vivo;'89551301301006756765';023517;
'6R282647';'6R282647';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;10/09/2024;01/11/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006964021';052876;
'6R508839';'6R508839';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;03/05/2024;01/11/2024;89,90;Aluguel;Brasilcard;VIVO;'89551301301005821776';070760;
'6R282652';'6R282652';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;22/07/2024;01/01/2100;99,90;Aluguel;DXC;Vivo;'89551301301006792125';083252;
'6R282739';'6R282739';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;26/03/2024;01/03/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301005825876';028001;
'6R282198';'6R282198';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/01/2024;99,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927846';069204;
'6R282825';'6R282825';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/01/2024;69,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927960';068923;
'6R282644';'6R282644';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/01/2024;69,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927853';069274;
'6R282719';'6R282719';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;03/12/2024;01/02/2025;59,90;Aluguel;Brasilcard;Claro;'89550532890023935124';041746;
'6R282840';'6R282840';GER7;TECTOY;S920;ESTOQUE;MANUTENÇÃO - PAX;08/08/2023;20/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282645';'6R282645';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;26/03/2024;01/06/2024;59,90;Aluguel;Brasilcard;VIVO;'89551301301005825942';077633;
'6R282646';'6R282646';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;21/03/2024;01/05/2024;79,90;Aluguel;Brasilcard;CLARO;'89550522060015219174';065157;
'6R282707';'6R282707';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;21/03/2024;01/06/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301005825512';050292;
'6R509459';'6R509459';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;CLARO LINK;'89550522060015355028';033634;
'6R509548';'6R509548';GER7;TECTOY;S920;ESTOQUE;OGEA_CAÇA POS;08/08/2023;01/11/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509109';'6R509109';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;10/09/2024;01/10/2024;79,90;Aluguel;Brasilcard;;'';071974;
'6R509499';'6R509499';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;11/10/2024;30/12/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301006005940';082703;
'6R509192';'6R509192';GER7;TECTOY;S920;CORREIOS;LOJISTA;08/08/2023;10/09/2024;01/10/2024;79,99;Aluguel;Brasilcard;;'';071999;
'6R281881';'6R281881';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;01/12/2023;30/12/2024;59,90;Aluguel;Brasilcard;;'';074625;
'6R509229';'6R509229';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/05/2024;07/05/2024;490,40;Comodato;Comodato;TIM;'89555487000001632099';034690;
'6R525421';'6R525421';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;10/09/2024;01/11/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301006964013';042193;
'6R509621';'6R509621';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;07/11/2023;01/04/2024;109,90;Aluguel;Brasilcard;VIVO;'89551301301006996858';022814;
'6R509588';'6R509588';GER7;TECTOY;S920;ESTOQUE;BOLT_3C;08/08/2023;05/09/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509220';'6R509220';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;14/08/2024;01/01/2100;79,90;Aluguel;DXC;Tim;'89551301301012367284';017445;
'6R281890';'6R281890';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;29/12/2023;01/01/2024;89,90;Aluguel;Brasilcard;TNS;'89551301301006931566';066569;
'6R509492';'6R509492';GER7;TECTOY;S920;ESTOQUE;OGEA_CAÇA POS;08/08/2023;04/09/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R508897';'6R508897';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/10/2023;69,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006930956';071971;
'6R508926';'6R508926';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;15/03/2024;01/03/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301004104018';075324;
'6R281878';'6R281878';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/01/2100;89,90;Aluguel;DXC;CLARO LINK;'89550522060015354849';058599;
'6R510092';'6R510092';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/09/2023;01/01/2100;55,00;Aluguel;DXC;TNS - VIVO;'89551301301006927721';070920;
'6R509377';'6R509377';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/09/2023;01/11/2023;59,90;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301003896069';072000;
'6R509867';'6R509867';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;09/12/2024;01/01/2100;99,90;Aluguel;DXC;VIVO;'89551080157003925945';075789;
'6R509706';'6R509706';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;14/08/2024;01/10/2024;99,90;Aluguel;Brasilcard;Vivo;'89551301301006794899';068588;
'6R281879';'6R281879';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;29/02/2024;01/04/2024;89,90;Aluguel;Brasilcard;TIM;'89551805400483006438';016949;
'6R282808';'6R282808';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/09/2023;01/10/2023;69,90;Aluguel;Brasilcard;TNS;'89551301301006808822';060242;
'6R508834';'6R508834';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;07/08/2024;01/11/2024;129,90;Aluguel;Brasilcard;VIVO;'89551080357000067671';065023;
'6R282341';'6R282341';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/09/2023;01/11/2023;49,90;Aluguel;Brasilcard;TNS;'89551301301006806602';071195;
'6R282325';'6R282325';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;15/01/2024;01/01/2099;99,90;Aluguel;Isencao Volume;Tim;'89555487000001605186';073870;
'6R281882';'6R281882';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;TNS;'89551301301006807469';016862;
'6R282793';'6R282793';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;05/11/2024;01/01/2100;119,90;Aluguel;DXC;Claro;'89550532890023962458';086996;
'6R282324';'6R282324';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;19/12/2024;01/01/2099;89,90;Aluguel;Isencao Volume;Claro;'89550532890023962391';088042;
'6R282334';'6R282334';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/09/2023;30/11/2024;79,90;Aluguel;Brasilcard;Claro - TNS;'89550522060015840474';072007;
'6R282798';'6R282798';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;26/02/2024;31/07/2024;69,99;Aluguel;Brasilcard;VIVO;'89551301301006989861';076937;
'6R509370';'6R509370';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;24/01/2025;01/01/2099;79,90;Aluguel;Isencao Volume;VIVO;'89551301301006811453';050846;
'6R282802';'6R282802';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;31/01/2025;04/03/2025;69,90;Aluguel;Isencao Temporaria;Claro;'89550534810023498087';073485;
'6R509482';'6R509482';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;12/04/2024;01/07/2024;79,90;Aluguel;Brasilcard;CLARO;'89550522060005701116';078029;
'6R282331';'6R282331';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;18/10/2024;01/02/2025;69,90;Aluguel;Brasilcard;Tim;'89555487000000035401';084329;
'6R282814';'6R282814';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;15/01/2025;01/03/2025;109,99;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301003858986';088164;
'6R509623';'6R509623';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;13/09/2023;31/01/2024;79,90;Aluguel;Brasilcard;Claro - TNS;'89550522060015840458';034425;
'6R282800';'6R282800';GER7;TECTOY;S920;CONFIGURADO;LOJISTA;08/08/2023;30/11/2023;31/05/2024;69,90;Aluguel;Brasilcard;Claro;'89550522060015363683';051233;
